Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSDARG00000016188,22,17691381,17781213,-1,7039,34.10,protein_coding
ENSDARG00000096603,25,36292057,36310015,1,772,36.53,protein_coding
ENSDARG00000096603,25,36292057,36310015,1,2541,36.53,protein_coding
ENSDARG00000017490,21,11401247,11411365,1,1785,33.97,protein_coding
ENSDARG00000075634,7,4702269,4710229,1,1163,53.11,protein_coding
ENSDARG00000008263,23,18103080,18114890,1,1966,33.79,protein_coding
ENSDARG00000092285,5,42022826,42071619,-1,553,35.12,protein_coding
ENSDARG00000092285,5,42022826,42071619,-1,426,35.12,protein_coding
ENSDARG00000092285,5,42022826,42071619,-1,423,35.12,protein_coding
ENSDARG00000092285,5,42022826,42071619,-1,551,35.12,protein_coding
ENSDARG00000092894,1,57997535,58002973,-1,1041,33.46,protein_coding
ENSDARG00000092894,1,57997535,58002973,-1,1120,33.46,protein_coding
ENSDARG00000029639,6,28946041,28961660,-1,1981,36.19,protein_coding
ENSDARG00000003165,11,6115621,6134583,1,603,40.96,protein_coding
ENSDARG00000003165,11,6115621,6134583,1,2382,40.96,protein_coding
ENSDARG00000003165,11,6115621,6134583,1,467,40.96,protein_coding
ENSDARG00000003165,11,6115621,6134583,1,986,40.96,protein_coding
ENSDARG00000003165,11,6115621,6134583,1,3729,40.96,protein_coding
ENSDARG00000070025,15,31981885,32197821,1,9970,36.73,protein_coding
ENSDARG00000070025,15,31981885,32197821,1,12286,36.73,protein_coding
ENSDARG00000102537,7,2180238,2193583,-1,2586,42.63,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,1898,34.33,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,837,34.33,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,7362,34.33,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,7410,34.33,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,7335,34.33,protein_coding
ENSDARG00000037781,23,9230431,9291892,1,2679,34.33,protein_coding
ENSDARG00000089875,4,43678985,43689530,1,1080,34.11,protein_coding
ENSDARG00000089875,4,43678985,43689530,1,1905,34.11,protein_coding
ENSDARG00000058477,21,18970857,18972206,-1,796,43.63,protein_coding
ENSDARG00000078821,7,4718382,4723184,1,1140,39.85,protein_coding
ENSDARG00000020924,5,37785152,37817140,1,3823,36.43,protein_coding
ENSDARG00000020924,5,37785152,37817140,1,3653,36.43,protein_coding
ENSDARG00000062636,25,1335530,1340562,1,3378,40.83,protein_coding
ENSDARG00000074510,8,36362898,36370595,-1,3506,33.15,protein_coding
ENSDARG00000074510,8,36362898,36370595,-1,723,33.15,protein_coding
ENSDARG00000087293,4,33574463,33679928,1,5896,39.12,protein_coding
ENSDARG00000087293,4,33574463,33679928,1,3390,39.12,protein_coding
ENSDARG00000097662,25,10514209,10543682,-1,1499,37.11,protein_coding
ENSDARG00000092067,16,31853919,31868985,1,5812,39.81,protein_coding
ENSDARG00000005915,2,57310523,57379216,-1,1197,33.62,protein_coding
ENSDARG00000005915,2,57310523,57379216,-1,2406,33.62,protein_coding
ENSDARG00000005915,2,57310523,57379216,-1,763,33.62,protein_coding
ENSDARG00000004586,16,45796602,45854882,-1,2663,35.34,protein_coding
ENSDARG00000004586,16,45796602,45854882,-1,3114,35.34,protein_coding
ENSDARG00000035132,5,63767376,63864536,1,2440,36.31,protein_coding
ENSDARG00000035132,5,63767376,63864536,1,6306,36.31,protein_coding
ENSDARG00000035132,5,63767376,63864536,1,4066,36.31,protein_coding
ENSDARG00000061197,12,26491637,26494851,1,1580,35.40,protein_coding
ENSDARG00000094112,21,45904956,45922066,1,6228,43.01,protein_coding
ENSDARG00000094112,21,45904956,45922066,1,1045,43.01,protein_coding
ENSDARG00000094112,21,45904956,45922066,1,1641,43.01,protein_coding
ENSDARG00000061829,22,20195280,20241232,1,5229,38.52,protein_coding
ENSDARG00000061829,22,20195280,20241232,1,3832,38.52,protein_coding
ENSDARG00000061829,22,20195280,20241232,1,1584,38.52,protein_coding
ENSDARG00000028322,23,28809002,28925757,1,1131,35.68,protein_coding
ENSDARG00000028322,23,28809002,28925757,1,4937,35.68,protein_coding
ENSDARG00000071644,22,6487048,6499077,-1,3126,33.14,protein_coding
ENSDARG00000071644,22,6487048,6499077,-1,5131,33.14,protein_coding
ENSDARG00000028354,20,9828769,9848953,1,783,39.68,protein_coding
ENSDARG00000028354,20,9828769,9848953,1,2515,39.68,protein_coding
ENSDARG00000028354,20,9828769,9848953,1,3376,39.68,protein_coding
ENSDARG00000060383,1,35956435,35970259,1,684,34.45,protein_coding
ENSDARG00000060383,1,35956435,35970259,1,1684,34.45,protein_coding
ENSDARG00000087779,10,15321522,15340450,-1,829,37.36,protein_coding
ENSDARG00000087779,10,15321522,15340450,-1,2356,37.36,protein_coding
ENSDARG00000087779,10,15321522,15340450,-1,2036,37.36,protein_coding
ENSDARG00000087779,10,15321522,15340450,-1,2062,37.36,protein_coding
ENSDARG00000036041,7,38750871,38760158,1,2424,35.72,protein_coding
ENSDARG00000036041,7,38750871,38760158,1,1729,35.72,protein_coding
ENSDARG00000036041,7,38750871,38760158,1,762,35.72,protein_coding
ENSDARG00000100725,5,68408346,68495967,-1,2186,36.60,protein_coding
ENSDARG00000100725,5,68408346,68495967,-1,3056,36.60,protein_coding
ENSDARG00000100725,5,68408346,68495967,-1,1308,36.60,protein_coding
ENSDARG00000100725,5,68408346,68495967,-1,2940,36.60,protein_coding
ENSDARG00000077926,4,9051588,9054947,-1,1228,35.21,protein_coding
ENSDARG00000099708,1,8304904,8404005,1,5045,36.68,protein_coding
ENSDARG00000099708,1,8304904,8404005,1,4788,36.68,protein_coding
ENSDARG00000030494,16,42883799,42894628,-1,1811,38.05,protein_coding
ENSDARG00000068098,8,51341612,51349431,-1,1315,36.45,protein_coding
ENSDARG00000068098,8,51341612,51349431,-1,1337,36.45,protein_coding
ENSDARG00000039352,13,30169233,30214368,1,3276,35.98,protein_coding
ENSDARG00000039352,13,30169233,30214368,1,3655,35.98,protein_coding
ENSDARG00000039352,13,30169233,30214368,1,4333,35.98,protein_coding
ENSDARG00000039352,13,30169233,30214368,1,227,35.98,protein_coding
ENSDARG00000039352,13,30169233,30214368,1,4392,35.98,protein_coding
ENSDARG00000028275,8,46499098,46509194,-1,1614,37.44,protein_coding
ENSDARG00000043902,20,1132092,1151265,-1,1548,39.24,protein_coding
ENSDARG00000043902,20,1132092,1151265,-1,578,39.24,protein_coding
ENSDARG00000056627,14,24400799,24410673,-1,1732,33.70,protein_coding
ENSDARG00000027638,10,18999841,19011934,-1,2067,35.76,protein_coding
ENSDARG00000027638,10,18999841,19011934,-1,1282,35.76,protein_coding
ENSDARG00000051861,25,22151271,22191983,-1,3929,36.51,protein_coding
ENSDARG00000051861,25,22151271,22191983,-1,1017,36.51,protein_coding
ENSDARG00000051861,25,22151271,22191983,-1,3111,36.51,protein_coding
ENSDARG00000051861,25,22151271,22191983,-1,394,36.51,protein_coding
ENSDARG00000056009,18,33464345,33473581,1,2355,37.05,protein_coding
ENSDARG00000056009,18,33464345,33473581,1,2658,37.05,protein_coding
ENSDARG00000105403,3,36744518,36764865,-1,3275,37.58,protein_coding
ENSDARG00000105403,3,36744518,36764865,-1,591,37.58,protein_coding
ENSDARG00000105403,3,36744518,36764865,-1,483,37.58,protein_coding
ENSDARG00000027495,23,40410644,40438581,1,2533,35.88,protein_coding
ENSDARG00000076964,23,30898013,30919307,1,1945,34.82,protein_coding
ENSDARG00000058297,22,10771115,10774735,-1,1178,36.10,protein_coding
ENSDARG00000104940,25,1131420,1134165,1,1869,35.07,protein_coding
ENSDARG00000042409,8,30949968,30979494,-1,2442,34.54,protein_coding
ENSDARG00000055857,9,33154841,33195586,1,513,35.76,protein_coding
ENSDARG00000055857,9,33154841,33195586,1,5553,35.76,protein_coding
ENSDARG00000055857,9,33154841,33195586,1,1749,35.76,protein_coding
ENSDARG00000055857,9,33154841,33195586,1,3417,35.76,protein_coding
ENSDARG00000025338,3,18774511,18792534,-1,1767,34.01,protein_coding
ENSDARG00000025338,3,18774511,18792534,-1,1560,34.01,protein_coding
ENSDARG00000077666,2,10709557,10760516,1,3868,35.99,protein_coding
ENSDARG00000077666,2,10709557,10760516,1,3946,35.99,protein_coding
ENSDARG00000077666,2,10709557,10760516,1,2384,35.99,protein_coding
ENSDARG00000062532,13,18073211,18122333,-1,2840,34.80,protein_coding
ENSDARG00000062532,13,18073211,18122333,-1,1069,34.80,protein_coding
ENSDARG00000062532,13,18073211,18122333,-1,4446,34.80,protein_coding
ENSDARG00000062532,13,18073211,18122333,-1,1440,34.80,protein_coding
ENSDARG00000100970,2,17556177,17559123,1,1608,40.24,protein_coding
ENSDARG00000016010,4,22730795,22749553,-1,2953,32.91,protein_coding
ENSDARG00000092998,5,57480014,57485614,1,3165,33.14,protein_coding
ENSDARG00000033251,19,19988869,20033047,1,315,35.89,protein_coding
ENSDARG00000033251,19,19988869,20033047,1,3303,35.89,protein_coding
ENSDARG00000062204,25,22107643,22146309,1,2772,38.40,protein_coding
ENSDARG00000023299,12,10443785,10447178,1,761,37.24,protein_coding
ENSDARG00000100170,10,5689510,5787286,1,2100,37.41,protein_coding
ENSDARG00000100170,10,5689510,5787286,1,1928,37.41,protein_coding
ENSDARG00000100170,10,5689510,5787286,1,1797,37.41,protein_coding
ENSDARG00000100170,10,5689510,5787286,1,4083,37.41,protein_coding
ENSDARG00000007285,17,26608510,26610862,-1,609,33.91,protein_coding
ENSDARG00000007285,17,26608510,26610862,-1,511,33.91,protein_coding
ENSDARG00000071463,24,38534550,38545290,1,2081,37.34,protein_coding
ENSDARG00000052721,13,23488282,23612369,-1,1747,35.44,protein_coding
ENSDARG00000052721,13,23488282,23612369,-1,604,35.44,protein_coding
ENSDARG00000052721,13,23488282,23612369,-1,2062,35.44,protein_coding
ENSDARG00000015955,21,25754268,25756119,-1,1852,41.58,protein_coding
ENSDARG00000040027,16,39271123,39386073,1,6568,35.64,protein_coding
ENSDARG00000040027,16,39271123,39386073,1,2711,35.64,protein_coding
ENSDARG00000092948,22,21972824,21984064,1,3867,35.25,protein_coding
ENSDARG00000092948,22,21972824,21984064,1,1086,35.25,protein_coding
ENSDARG00000088245,4,32772213,32783867,1,3564,41.00,protein_coding
ENSDARG00000088245,4,32772213,32783867,1,3618,41.00,protein_coding
ENSDARG00000057586,19,22062202,22074081,1,6395,36.66,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,2551,36.12,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,894,36.12,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,2834,36.12,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,2059,36.12,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,2763,36.12,protein_coding
ENSDARG00000037238,14,26467120,26498325,-1,2477,36.12,protein_coding
ENSDARG00000057098,21,20949976,20951413,1,1438,48.19,protein_coding
ENSDARG00000057098,21,20949976,20951413,1,1212,48.19,protein_coding
ENSDARG00000088307,12,19976400,20045101,1,4134,35.30,protein_coding
ENSDARG00000037259,1,26099250,26103232,1,551,34.32,protein_coding
ENSDARG00000020218,25,36197733,36217563,-1,4243,36.06,protein_coding
ENSDARG00000020218,25,36197733,36217563,-1,4102,36.06,protein_coding
ENSDARG00000032155,13,31545530,31580190,1,887,34.84,protein_coding
ENSDARG00000032155,13,31545530,31580190,1,1906,34.84,protein_coding
ENSDARG00000032155,13,31545530,31580190,1,5108,34.84,protein_coding
ENSDARG00000032155,13,31545530,31580190,1,1764,34.84,protein_coding
ENSDARG00000032155,13,31545530,31580190,1,1788,34.84,protein_coding
ENSDARG00000101886,3,36616713,36644776,1,2349,33.58,protein_coding
ENSDARG00000101886,3,36616713,36644776,1,3864,33.58,protein_coding
ENSDARG00000063008,4,9784301,9810999,-1,8016,36.22,protein_coding
ENSDARG00000075670,6,40671336,40689042,1,2622,37.82,protein_coding
ENSDARG00000075670,6,40671336,40689042,1,4344,37.82,protein_coding
ENSDARG00000090673,22,4947923,4957762,1,1251,38.67,protein_coding
ENSDARG00000011510,23,21520769,21535040,-1,829,37.86,protein_coding
ENSDARG00000011510,23,21520769,21535040,-1,958,37.86,protein_coding
ENSDARG00000011510,23,21520769,21535040,-1,2908,37.86,protein_coding
ENSDARG00000011510,23,21520769,21535040,-1,3533,37.86,protein_coding
ENSDARG00000001414,18,23373683,23456101,1,1455,36.08,protein_coding
ENSDARG00000001414,18,23373683,23456101,1,1264,36.08,protein_coding
ENSDARG00000001414,18,23373683,23456101,1,2828,36.08,protein_coding
ENSDARG00000001414,18,23373683,23456101,1,2726,36.08,protein_coding
ENSDARG00000040555,18,36066389,36081908,1,2368,33.63,protein_coding
ENSDARG00000004307,9,23071149,23118350,-1,1237,34.75,protein_coding
ENSDARG00000105435,11,41110669,41157954,1,344,36.93,protein_coding
ENSDARG00000074863,21,18597927,18824434,-1,2100,36.46,protein_coding
ENSDARG00000074863,21,18597927,18824434,-1,8138,36.46,protein_coding
ENSDARG00000092311,5,41874958,41875834,-1,623,37.97,protein_coding
ENSDARG00000096649,1,55583116,55587666,1,1464,41.53,protein_coding
ENSDARG00000054124,17,28166859,28198099,-1,2633,37.30,protein_coding
ENSDARG00000046133,13,49774315,49819027,-1,2233,37.93,protein_coding
ENSDARG00000046133,13,49774315,49819027,-1,1408,37.93,protein_coding
ENSDARG00000098497,25,25395590,25434479,-1,1526,35.13,protein_coding
ENSDARG00000086091,16,24743871,24819860,-1,1257,37.99,protein_coding
ENSDARG00000086091,16,24743871,24819860,-1,1608,37.99,protein_coding
ENSDARG00000086091,16,24743871,24819860,-1,1275,37.99,protein_coding
ENSDARG00000023591,12,8569685,8579727,1,2061,37.86,protein_coding
ENSDARG00000018619,2,56356652,56387041,-1,1143,34.71,protein_coding
ENSDARG00000018619,2,56356652,56387041,-1,737,34.71,protein_coding
ENSDARG00000025301,3,31792441,31804481,-1,2651,35.17,protein_coding
ENSDARG00000116095,19,23767577,23768865,-1,557,44.14,protein_coding
ENSDARG00000006889,7,16348835,16461232,1,2871,34.78,protein_coding
ENSDARG00000006889,7,16348835,16461232,1,2481,34.78,protein_coding
ENSDARG00000026829,18,13203831,13216672,1,1398,35.93,protein_coding
ENSDARG00000045159,12,18571455,18578432,-1,1187,35.20,protein_coding
ENSDARG00000045159,12,18571455,18578432,-1,783,35.20,protein_coding
ENSDARG00000045159,12,18571455,18578432,-1,879,35.20,protein_coding
ENSDARG00000045159,12,18571455,18578432,-1,1496,35.20,protein_coding
ENSDARG00000069922,9,21222428,21231297,-1,6568,38.23,protein_coding
ENSDARG00000069922,9,21222428,21231297,-1,2476,38.23,protein_coding
ENSDARG00000069922,9,21222428,21231297,-1,2645,38.23,protein_coding
ENSDARG00000044155,6,32699359,32703317,-1,3959,42.43,protein_coding
ENSDARG00000062442,12,18529228,18543726,1,465,32.15,protein_coding
ENSDARG00000062442,12,18529228,18543726,1,1401,32.15,protein_coding
ENSDARG00000062442,12,18529228,18543726,1,4201,32.15,protein_coding
ENSDARG00000062442,12,18529228,18543726,1,198,32.15,protein_coding
ENSDARG00000062442,12,18529228,18543726,1,1724,32.15,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,2829,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,5383,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,3270,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,3180,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,3069,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,6768,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,4589,36.92,protein_coding
ENSDARG00000045401,24,17140938,17216312,1,3156,36.92,protein_coding
ENSDARG00000042880,9,1485234,1499721,-1,2240,39.01,protein_coding
ENSDARG00000044512,21,31275327,31290582,-1,2655,34.42,protein_coding
ENSDARG00000044512,21,31275327,31290582,-1,1607,34.42,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,1078,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,899,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,593,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,1718,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,6559,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,5488,34.88,protein_coding
ENSDARG00000003169,11,18873113,19091767,1,547,34.88,protein_coding
ENSDARG00000095918,22,6284038,6287488,-1,1659,37.67,protein_coding
ENSDARG00000076294,14,740032,750043,1,2121,42.90,protein_coding
ENSDARG00000076294,14,740032,750043,1,2985,42.90,protein_coding
ENSDARG00000076627,16,24721556,24733321,1,1518,35.07,protein_coding
ENSDARG00000076627,16,24721556,24733321,1,2342,35.07,protein_coding
ENSDARG00000094605,5,69981453,70065490,1,1429,36.79,protein_coding
ENSDARG00000019549,5,40009958,40040488,-1,1296,36.56,protein_coding
ENSDARG00000019549,5,40009958,40040488,-1,1750,36.56,protein_coding
ENSDARG00000023117,20,42246948,42281434,1,2153,36.90,protein_coding
ENSDARG00000040730,9,41120158,41156972,-1,2784,35.85,protein_coding
ENSDARG00000094478,9,8380728,8385896,1,649,36.00,protein_coding
ENSDARG00000016302,2,56168619,56237133,1,8456,37.52,protein_coding
ENSDARG00000016302,2,56168619,56237133,1,3260,37.52,protein_coding
ENSDARG00000016302,2,56168619,56237133,1,8615,37.52,protein_coding
ENSDARG00000089314,12,4733892,4781821,-1,524,38.22,protein_coding
ENSDARG00000089314,12,4733892,4781821,-1,2151,38.22,protein_coding
ENSDARG00000089314,12,4733892,4781821,-1,1119,38.22,protein_coding
ENSDARG00000039827,9,48284606,48296469,-1,1492,33.42,protein_coding
ENSDARG00000054666,2,56139941,56162607,1,5806,36.24,protein_coding
ENSDARG00000100721,3,7987111,7997887,-1,1498,32.28,protein_coding
ENSDARG00000100721,3,7987111,7997887,-1,468,32.28,protein_coding
ENSDARG00000029088,14,4295933,4321874,-1,2703,37.90,protein_coding
ENSDARG00000089043,16,31720042,31756963,-1,2239,31.28,protein_coding
ENSDARG00000089043,16,31720042,31756963,-1,825,31.28,protein_coding
ENSDARG00000089043,16,31720042,31756963,-1,2439,31.28,protein_coding
ENSDARG00000089043,16,31720042,31756963,-1,2833,31.28,protein_coding
ENSDARG00000007576,14,46301973,46310549,-1,4155,32.77,protein_coding
ENSDARG00000007576,14,46301973,46310549,-1,4062,32.77,protein_coding
ENSDARG00000007576,14,46301973,46310549,-1,1985,32.77,protein_coding
ENSDARG00000094878,21,4429001,4445504,1,1194,36.73,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,386,35.31,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,5591,35.31,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,5073,35.31,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,2501,35.31,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,3093,35.31,protein_coding
ENSDARG00000005162,19,10985369,11031394,-1,1496,35.31,protein_coding
ENSDARG00000095195,22,6198742,6199711,1,734,39.79,protein_coding
ENSDARG00000032802,17,43926523,44002032,1,4450,37.53,protein_coding
ENSDARG00000032802,17,43926523,44002032,1,4314,37.53,protein_coding
ENSDARG00000032802,17,43926523,44002032,1,3771,37.53,protein_coding
ENSDARG00000088390,3,15068321,15082475,-1,742,35.77,protein_coding
ENSDARG00000088390,3,15068321,15082475,-1,1382,35.77,protein_coding
ENSDARG00000088390,3,15068321,15082475,-1,833,35.77,protein_coding
ENSDARG00000088390,3,15068321,15082475,-1,1228,35.77,protein_coding
ENSDARG00000067850,2,56125174,56131312,-1,6139,35.90,protein_coding
ENSDARG00000037033,20,9683994,9694666,1,2330,37.06,protein_coding
ENSDARG00000029544,20,29784927,29787210,-1,893,37.08,protein_coding
ENSDARG00000029544,20,29784927,29787210,-1,1461,37.08,protein_coding
ENSDARG00000044422,24,41167269,41220538,-1,1470,37.10,protein_coding
ENSDARG00000044422,24,41167269,41220538,-1,674,37.10,protein_coding
ENSDARG00000044422,24,41167269,41220538,-1,1530,37.10,protein_coding
ENSDARG00000097445,6,39370587,39378733,1,3869,37.33,protein_coding
ENSDARG00000097445,6,39370587,39378733,1,525,37.33,protein_coding
ENSDARG00000031698,23,32039386,32060885,1,3823,36.06,protein_coding
ENSDARG00000031698,23,32039386,32060885,1,3348,36.06,protein_coding
ENSDARG00000103667,6,19315715,19333947,-1,2264,35.47,protein_coding
ENSDARG00000105393,7,6459019,6459481,-1,463,53.35,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,886,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,923,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,1382,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,745,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,891,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,911,35.52,protein_coding
ENSDARG00000026875,3,21044154,21062778,-1,1141,35.52,protein_coding
ENSDARG00000078701,16,32749591,32755900,1,2671,38.21,protein_coding
ENSDARG00000105345,7,6429632,6430101,-1,470,56.60,protein_coding
ENSDARG00000056917,9,27855684,27857413,-1,974,48.50,protein_coding
ENSDARG00000056917,9,27855684,27857413,-1,1030,48.50,protein_coding
ENSDARG00000056917,9,27855684,27857413,-1,522,48.50,protein_coding
ENSDARG00000007406,15,47440477,47449248,1,3891,37.40,protein_coding
ENSDARG00000091777,5,5398966,5499956,1,1584,36.05,protein_coding
ENSDARG00000091777,5,5398966,5499956,1,1005,36.05,protein_coding
ENSDARG00000002396,24,20194022,20208474,-1,2045,34.12,protein_coding
ENSDARG00000074589,13,27232694,27296949,1,6162,35.33,protein_coding
ENSDARG00000074589,13,27232694,27296949,1,3248,35.33,protein_coding
ENSDARG00000007359,8,50953776,50962889,1,845,37.03,protein_coding
ENSDARG00000030350,1,5449777,5455502,-1,1031,34.13,protein_coding
ENSDARG00000030350,1,5449777,5455502,-1,1152,34.13,protein_coding
ENSDARG00000037142,14,29775402,29795189,1,1465,36.66,protein_coding
ENSDARG00000037142,14,29775402,29795189,1,667,36.66,protein_coding
ENSDARG00000037142,14,29775402,29795189,1,1543,36.66,protein_coding
ENSDARG00000014545,2,36701322,36721289,1,2488,34.53,protein_coding
ENSDARG00000088029,18,33171765,33176689,1,4525,37.22,protein_coding
ENSDARG00000088029,18,33171765,33176689,1,1295,37.22,protein_coding
ENSDARG00000101028,21,6290566,6377890,1,1020,35.33,protein_coding
ENSDARG00000101028,21,6290566,6377890,1,1620,35.33,protein_coding
ENSDARG00000101028,21,6290566,6377890,1,1890,35.33,protein_coding
ENSDARG00000101028,21,6290566,6377890,1,1354,35.33,protein_coding
ENSDARG00000101028,21,6290566,6377890,1,1908,35.33,protein_coding
ENSDARG00000104891,23,19202636,19206419,1,3354,40.59,protein_coding
ENSDARG00000100439,20,12702923,12722351,1,699,37.40,protein_coding
ENSDARG00000093954,1,44941031,44946224,1,812,38.35,protein_coding
ENSDARG00000095245,24,5826005,5838323,1,1567,34.81,protein_coding
ENSDARG00000095245,24,5826005,5838323,1,1288,34.81,protein_coding
ENSDARG00000091905,25,35103413,35104129,-1,717,54.25,protein_coding
ENSDARG00000091905,25,35103413,35104129,-1,621,54.25,protein_coding
ENSDARG00000097784,17,6822337,6826156,1,752,35.58,protein_coding
ENSDARG00000056922,17,22956427,23116523,1,4056,36.34,protein_coding
ENSDARG00000056922,17,22956427,23116523,1,4287,36.34,protein_coding
ENSDARG00000105061,10,29793817,29809105,-1,1658,31.47,protein_coding
ENSDARG00000021137,5,48683447,48940127,1,19174,35.56,protein_coding
ENSDARG00000056633,10,26716362,26744166,-1,1785,35.68,protein_coding
ENSDARG00000056633,10,26716362,26744166,-1,2475,35.68,protein_coding
ENSDARG00000056633,10,26716362,26744166,-1,2762,35.68,protein_coding
ENSDARG00000056633,10,26716362,26744166,-1,2357,35.68,protein_coding
ENSDARG00000056633,10,26716362,26744166,-1,2686,35.68,protein_coding
ENSDARG00000000567,3,38762891,38783951,-1,5603,35.94,protein_coding
ENSDARG00000000567,3,38762891,38783951,-1,969,35.94,protein_coding
ENSDARG00000074776,1,25154076,25177225,-1,838,33.87,protein_coding
ENSDARG00000074776,1,25154076,25177225,-1,1284,33.87,protein_coding
ENSDARG00000079027,7,9326234,9511298,1,3921,36.36,protein_coding
ENSDARG00000037883,15,11218246,11303691,-1,3070,37.84,protein_coding
ENSDARG00000077060,6,42666694,42690736,1,4748,37.07,protein_coding
ENSDARG00000043388,20,19512727,19516640,1,1527,34.87,protein_coding
ENSDARG00000098112,21,19368720,19389197,1,1586,33.93,protein_coding
ENSDARG00000098112,21,19368720,19389197,1,1551,33.93,protein_coding
ENSDARG00000098112,21,19368720,19389197,1,2463,33.93,protein_coding
ENSDARG00000098112,21,19368720,19389197,1,1063,33.93,protein_coding
ENSDARG00000091418,20,19436187,19511700,-1,4379,35.31,protein_coding
ENSDARG00000091418,20,19436187,19511700,-1,3445,35.31,protein_coding
ENSDARG00000071032,6,13024448,13037815,1,1465,33.75,protein_coding
ENSDARG00000019302,22,11436447,11438627,-1,1851,42.87,protein_coding
ENSDARG00000099593,10,20392083,20402161,1,2286,36.20,protein_coding
ENSDARG00000099593,10,20392083,20402161,1,2082,36.20,protein_coding
ENSDARG00000009470,8,39802506,39817167,1,2961,37.28,protein_coding
ENSDARG00000060103,13,42406883,42472060,1,1882,35.44,protein_coding
ENSDARG00000101586,6,24140757,24143923,-1,808,31.48,protein_coding
ENSDARG00000038563,2,48089057,48119409,1,3535,35.33,protein_coding
ENSDARG00000006031,3,27832500,27880229,-1,2179,33.89,protein_coding
ENSDARG00000006031,3,27832500,27880229,-1,5673,33.89,protein_coding
ENSDARG00000016630,20,34039281,34069956,-1,7285,37.93,protein_coding
ENSDARG00000003311,13,15182200,15226538,1,2529,37.50,protein_coding
ENSDARG00000095459,21,21339423,21347380,1,1215,32.95,protein_coding
ENSDARG00000095459,21,21339423,21347380,1,339,32.95,protein_coding
ENSDARG00000016065,1,17892944,17898227,1,3161,35.41,protein_coding
ENSDARG00000017798,22,11144153,11200846,1,6560,41.61,protein_coding
ENSDARG00000017798,22,11144153,11200846,1,5966,41.61,protein_coding
ENSDARG00000017798,22,11144153,11200846,1,6522,41.61,protein_coding
ENSDARG00000034643,16,33655890,33736831,1,2495,36.41,protein_coding
ENSDARG00000061691,18,37219140,37234696,1,2464,38.72,protein_coding
ENSDARG00000058115,13,46298560,46429433,-1,3076,34.03,protein_coding
ENSDARG00000058115,13,46298560,46429433,-1,3224,34.03,protein_coding
ENSDARG00000058115,13,46298560,46429433,-1,4741,34.03,protein_coding
ENSDARG00000058115,13,46298560,46429433,-1,2448,34.03,protein_coding
ENSDARG00000058115,13,46298560,46429433,-1,4885,34.03,protein_coding
ENSDARG00000042120,20,33994580,34010235,1,3187,36.06,protein_coding
ENSDARG00000004131,24,15130979,15263142,-1,8188,35.07,protein_coding
ENSDARG00000004131,24,15130979,15263142,-1,1076,35.07,protein_coding
ENSDARG00000004131,24,15130979,15263142,-1,8080,35.07,protein_coding
ENSDARG00000004131,24,15130979,15263142,-1,702,35.07,protein_coding
ENSDARG00000056386,5,25652727,25668787,-1,3315,35.45,protein_coding
ENSDARG00000056386,5,25652727,25668787,-1,2499,35.45,protein_coding
ENSDARG00000042533,8,25295160,25297928,1,1114,35.93,protein_coding
ENSDARG00000114908,4,35900918,35913180,1,1207,40.76,protein_coding
ENSDARG00000114908,4,35900918,35913180,1,879,40.76,protein_coding
ENSDARG00000062266,18,21858744,21910991,-1,4053,35.29,protein_coding
